Symbol,Company Name,Industry,Market Cap
DNN,Denison Mines Corp.,Uranium,1370415370
DNOW,NOW Inc.,Oil & Gas Equipment & Services,1180312140
DNTH,Dianthus Therapeutics Inc.,Biotechnology,169464144
DNUT,"Krispy Kreme, Inc.",Grocery Stores,2163052000
DO,"Diamond Offshore Drilling, Inc.",Oil & Gas Drilling,1265723140
DOC,Physicians Realty Trust,REIT - Healthcare Facilities,2733749860
DOCN,"DigitalOcean Holdings, Inc.",Software - Infrastructure,1828487724
DOCS,"Doximity, Inc.",Health Information Services,4077269489
DOCU,"DocuSign, Inc.",Software - Application,7878257540
DOGZ,Dogness (International) Corporation,Leisure,11387276
DOLE,Dole plc,Farm Products,1068900540
DOMA,Doma Holdings Inc.,Real Estate Services,55897504
DOMH,Dominari Holdings Inc.,Biotechnology,10253210
DOMO,"Domo, Inc.",Software - Application,281253260
DOOO,BRP Inc.,Recreational Vehicles,5168183764
DOOR,Masonite International Corporation,Building Products & Equipment,1742669280
DORM,"Dorman Products, Inc.",Auto Parts,2291081432
DOUG,Douglas Elliman Inc.,Real Estate Services,154220209
DOV,Dover Corporation,Specialty Industrial Machinery,17964673800
DOW,Dow Inc.,Chemicals,33905530593
DOX,Amdocs Limited,Software - Infrastructure,9403054000
DOYU,DouYu International Holdings Limited,Internet Content & Information,287799293
DPCS,DP Cap Acquisition Corp I,Shell Companies,105401992
DPRO,Draganfly Inc.,Aerospace & Defense,25089526
DPSI,"Decisionpoint Systems, Inc.",Software - Application,39572352
DPZ,"Domino's Pizza, Inc.",Restaurants,11814543510
DQ,Daqo New Energy Corp.,Semiconductor Equipment & Materials,1908472571
DRCT,"Direct Digital Holdings, Inc.",Advertising Agencies,35674498
DRD,DRDGOLD Limited,Gold,751384116
DRH,DiamondRock Hospitality Company,REIT - Hotel & Motel,1607839151
DRI,"Darden Restaurants, Inc.",Restaurants,17327144550
DRIO,DarioHealth Corp.,Diagnostics & Research,37849005
DRMA,"Dermata Therapeutics, Inc.",Biotechnology,1849669
DRQ,"Dril-Quip, Inc.",Oil & Gas Equipment & Services,777832104
DRRX,DURECT Corporation,Drug Manufacturers - Specialty & Generic,68724249
DRS,"Leonardo DRS, Inc.",Aerospace & Defense,4857480000
DRTS,Alpha Tau Medical Ltd.,Biotechnology,232752712
DRUG,Bright Minds Biosciences Inc.,Biotechnology,5187078
DRVN,Driven Brands Holdings Inc.,Auto & Truck Dealerships,1867981800
DSAQ,Direct Selling Acquisition Corp.,Shell Companies,123439029
DSGN,"Design Therapeutics, Inc.",Biotechnology,114212868
DSGR,"Distribution Solutions Group, Inc.",Industrial Distribution,1414994850
DSGX,The Descartes Systems Group Inc.,Software - Application,6092015767
DSKE,"Daseke, Inc.",Trucking,200377610
DSP,Viant Technology Inc.,Software - Application,329602965
DSS,"DSS, Inc.",Packaging & Containers,22568478
DSWL,"Deswell Industries, Inc.",Electronic Components,35376144
DSX,Diana Shipping Inc.,Marine Shipping,350130520
DT,"Dynatrace, Inc.",Software - Application,12895960596
DTC,"Solo Brands, Inc.",Internet Retail,220316972
DTCK,Davis Commodities Limited,Farm Products,77149875
DTE,DTE Energy Company,Utilities - Regulated Electric,19856810560
DTI,Drilling Tools International Corp.,Oil & Gas Equipment & Services,114311424
DTIL,"Precision BioSciences, Inc.",Biotechnology,35614475
DTM,"DT Midstream, Inc.",Oil & Gas Midstream,5170706941
DTSS,Datasea Inc.,Software - Infrastructure,5128945
DTST,Data Storage Corporation,Information Technology Services,18590194
DUET,DUET Acquisition Corp.,Shell Companies,81671198
DUK,Duke Energy Corporation,Utilities - Regulated Electric,67745230387
DUNE,Dune Acquisition Corporation,Shell Companies,55769683
DUO,Fangdd Network Group Ltd.,Real Estate Services,3795020
DUOL,"Duolingo, Inc.",Software - Application,5954801664
DUOT,"Duos Technologies Group, Inc.",Software - Application,22470226
DV,"DoubleVerify Holdings, Inc.",Software - Application,4498118825
DVA,DaVita Inc.,Medical Care Facilities,6997232000
DVAX,Dynavax Technologies Corporation,Drug Manufacturers - Specialty & Generic,1862404620
DVN,Devon Energy Corporation,Oil & Gas E&P,29581120477
DWAC,Digital World Acquisition Corp.,Shell Companies,563369983
DWSN,Dawson Geophysical Company,Oil & Gas Equipment & Services,40000960
DX,"Dynex Capital, Inc.",REIT - Mortgage,545761540
DXC,DXC Technology Company,Information Technology Services,4035772580
DXCM,"DexCom, Inc.",Medical Devices,32809224000
DXF,Dunxin Financial Holdings Limited,Credit Services,1415621
DXLG,"Destination XL Group, Inc.",Apparel Retail,247597770
DXPE,"DXP Enterprises, Inc.",Industrial Distribution,541121685
DXR,Daxor Corporation,Medical Instruments & Supplies,37486006
DXYN,"The Dixie Group, Inc.",Textile Manufacturing,8711640
DY,"Dycom Industries, Inc.",Engineering & Construction,2424405510
DYAI,"Dyadic International, Inc.",Biotechnology,46385871
DYN,"Dyne Therapeutics, Inc.",Biotechnology,446670060
DYNT,Dynatronics Corporation,Medical Devices,2168029
DZSI,DZS Inc.,Communication Equipment,41130936
E,Eni S.p.A.,Oil & Gas Integrated,52956870881
EA,Electronic Arts Inc.,Electronic Gaming & Multimedia,32864334720
EAC,Edify Acquisition Corp.,Shell Companies,85453357
EAF,GrafTech International Ltd.,Electrical Equipment & Parts,873147200
EAR,"Eargo, Inc.",Medical Devices,53741464
EARN,Ellington Residential Mortgage REIT,REIT - Mortgage,82048417
EAST,"Eastside Distilling, Inc.",Beverages - Wineries & Distilleries,2193204
EAT,"Brinker International, Inc.",Restaurants,1475672120
EB,"Eventbrite, Inc.",Software - Application,824514320
EBAY,eBay Inc.,Internet Retail,20562546171
EBC,"Eastern Bankshares, Inc.",Banks - Regional,1975422310
EBF,"Ennis, Inc.",Business Equipment & Supplies,542851206
EBIX,"Ebix, Inc.",Software - Application,182318260
EBMT,"Eagle Bancorp Montana, Inc.",Banks - Regional,93341299
EBON,Ebang International Holdings Inc.,Computer Hardware,44592402
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,Utilities - Regulated Electric,15962048762
EBS,Emergent BioSolutions Inc.,Drug Manufacturers - Specialty & Generic,105168210
EBTC,"Enterprise Bancorp, Inc.",Banks - Regional,316475740
EC,Ecopetrol S.A.,Oil & Gas Integrated,24361585690
ECBK,"ECB Bancorp, Inc.",Banks - Regional,91752500
ECC,Eagle Point Credit Company Inc.,Asset Management,561085295
ECL,Ecolab Inc.,Specialty Chemicals,45363158554
ECOR,"electroCore, Inc.",Medical Devices,36892436
ECPG,"Encore Capital Group, Inc.",Mortgage Finance,894782310
ECVT,Ecovyst Inc.,Specialty Chemicals,1057961080
ECX,"ECARX Holdings, Inc.",Auto Parts,1346206082
ED,"Consolidated Edison, Inc.",Utilities - Regulated Electric,30173951520
EDAP,EDAP TMS S.A.,Medical Devices,235966086
EDBL,Edible Garden AG Incorporated,Farm Products,2871935
EDIT,"Editas Medicine, Inc.",Biotechnology,516734358
EDN,Empresa Distribuidora y Comercializadora Norte SA,Utilities - Regulated Electric,1301722720
EDR,"Endeavor Group Holdings, Inc.",Entertainment,6904351332
EDRY,EuroDry Ltd.,Marine Shipping,41629764
EDSA,"Edesa Biotech, Inc.",Biotechnology,9678312
EDTK,Skillful Craftsman Education Technology Limited,Education & Training Services,15758490
EDU,New Oriental Education & Technology Group Inc.,Education & Training Services,10799658000
EDUC,Educational Development Corporation,Publishing,7962543
EE,"Excelerate Energy, Inc.",Utilities - Renewable,1606815810
EEFT,"Euronet Worldwide, Inc.",Software - Infrastructure,3780569624
EEIQ,EpicQuest Education Group International Limited,Education & Training Services,11122790
EEX,"Emerald Holding, Inc.",Advertising Agencies,302437889
EFC,Ellington Financial Inc.,REIT - Mortgage,803962169
EFHT,EF Hutton Acquisition Corporation I,Shell Companies,71087860
EFOI,"Energy Focus, Inc.","Furnishings, Fixtures & Appliances",6523035
EFSC,Enterprise Financial Services Corp,Banks - Regional,1308069659
EFSH,1847 Holdings LLC,Conglomerates,2292495
EFTR,"eFFECTOR Therapeutics, Inc.",Biotechnology,32525765
EFX,Equifax Inc.,Consulting Services,20128534400
EFXT,Enerflex Ltd.,Oil & Gas Equipment & Services,501734250
EG,"Everest Group, Ltd.",Insurance - Reinsurance,17040576000
EGAN,eGain Corporation,Software - Application,186856224
EGBN,"Eagle Bancorp, Inc.",Banks - Regional,605241140
EGGF,EG Acquisition Corp.,Shell Companies,104668915
EGHT,"8x8, Inc.",Software - Application,281873100
EGIO,"Edgio, Inc.",Software - Infrastructure,187600185
EGLE,Eagle Bulk Shipping Inc.,Marine Shipping,404218723
EGO,Eldorado Gold Corporation,Gold,2207018967
EGOX,Next.e.GO N.V.,Auto Manufacturers,82158590
EGP,"EastGroup Properties, Inc.",REIT - Industrial,7465680656
EGRX,"Eagle Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,180259560
EGY,"VAALCO Energy, Inc.",Oil & Gas E&P,471688680
EH,EHang Holdings Limited,Aerospace & Defense,821338000
EHAB,"Enhabit, Inc.",Medical Care Facilities,375764250
EHC,Encompass Health Corporation,Medical Care Facilities,6077005530
EHTH,"eHealth, Inc.",Insurance Brokers,228642832
EIC,Eagle Point Income Company Inc.,,124967566
EIG,"Employers Holdings, Inc.",Insurance - Specialty,976349948
EIGR,"Eiger BioPharmaceuticals, Inc.",Biotechnology,9700912
EIX,Edison International,Utilities - Regulated Electric,24032219798
EJH,E-Home Household Service Holdings Limited,Personal Services,27158868
EKSO,"Ekso Bionics Holdings, Inc.",Medical Instruments & Supplies,13920210
EL,The Estée Lauder Companies Inc.,Household & Personal Products,45792656702
ELA,Envela Corporation,Luxury Goods,104092164
ELAN,Elanco Animal Health Incorporated,Drug Manufacturers - Specialty & Generic,4340475560
ELBM,Electra Battery Materials Corporation,Other Industrial Metals & Mining,28864920
ELDN,"Eledon Pharmaceuticals, Inc.",Biotechnology,37201258
ELEV,"Elevation Oncology, Inc.",Biotechnology,20788371
ELF,"e.l.f. Beauty, Inc.",Household & Personal Products,5676860250
ELIQ,Electriq Power Holdings Inc.,Utilities - Renewable,25651554
ELLO,Ellomay Capital Ltd.,Utilities - Renewable,134952300
ELMD,"Electromed, Inc.",Medical Devices,89858124
ELME,Elme Communities,REIT - Office,1117223040
ELP,Cia Paranaense De Energia Copel,Utilities - Diversified,24404785254
ELS,"Equity LifeStyle Properties, Inc.",REIT - Residential,12847355966
ELSE,"Electro-Sensors, Inc.",Scientific & Technical Instruments,13403558
ELTK,Eltek Ltd.,Electronic Components,55081441
ELTX,Elicio Therapeutics Inc.,Biotechnology,54902472
ELUT,Elutia Inc.,Medical Devices,28185294
ELV,Elevance Health Inc.,Healthcare Plans,105266334764
ELVA,Electrovaya Inc. Common Shares,Electrical Equipment & Parts,104723880
ELVN,"Enliven Therapeutics, Inc.",Biotechnology,493401689
ELWS,Earlyworks Co. Ltd.,Software - Application,9023640
ELYM,"Eliem Therapeutics, Inc.",Biotechnology,71244596
EM,Smart Share Global Limited,Personal Services,188368781
EMBC,Embecta Corp.,Drug Manufacturers - Specialty & Generic,873879900
EMCG,Embrace Change Acquisition Corp,Shell Companies,88216354
EME,"EMCOR Group, Inc.",Engineering & Construction,9660789600
EMKR,EMCORE Corporation,Semiconductors,31464127
EML,The Eastern Company,Tools & Accessories,102866778
EMLD,FTAC Emerald Acquisition Corp.,Shell Companies,361491684
EMN,Eastman Chemical Company,Specialty Chemicals,8914225640
EMR,Emerson Electric Co.,Specialty Industrial Machinery,50549177830
EMX,EMX Royalty Corporation,Other Industrial Metals & Mining,193816000
ENB,Enbridge Inc.,Oil & Gas Midstream,67720661729
ENCP,Energem Corp.,Shell Companies,52067513
ENER,Accretion Acquisition Corp.,Shell Companies,111504636
ENFN,"Enfusion, Inc.",Software - Application,694614720
ENG,ENGlobal Corporation,Engineering & Construction,11901871
ENIC,Enel Chile S.A.,Utilities - Regulated Electric,3997823839
ENLC,"EnLink Midstream, LLC",Oil & Gas Midstream,5597970546
ENLT,Enlight Renewable Energy Ltd,Utilities - Renewable,1552176690
ENLV,Enlivex Therapeutics Ltd.,Biotechnology,24364166
ENOV,Enovis Corporation,Specialty Industrial Machinery,2452104912
ENPH,"Enphase Energy, Inc.",Solar,10741102289
ENR,"Energizer Holdings, Inc.",Electrical Equipment & Parts,2229623388
ENS,EnerSys,Electrical Equipment & Parts,3559800926
ENSC,"Ensysce Biosciences, Inc.",Biotechnology,2577321
ENSG,"The Ensign Group, Inc.",Medical Care Facilities,5381023704
ENSV,Enservco Corporation,Oil & Gas Equipment & Services,10222442
ENTA,"Enanta Pharmaceuticals, Inc.",Biotechnology,185708628
ENTG,"Entegris, Inc.",Semiconductor Equipment & Materials,13155465120
ENTX,Entera Bio Ltd.,Biotechnology,19017240
ENV,"Envestnet, Inc.",Software - Application,1983954196
ENVA,"Enova International, Inc.",Credit Services,1195557179
ENVB,"Enveric Biosciences, Inc.",Biotechnology,3992895
ENVX,Enovix Corporation,Electrical Equipment & Parts,1393104970
ENZ,"Enzo Biochem, Inc.",Diagnostics & Research,70116621
EOG,"EOG Resources, Inc.",Oil & Gas E&P,73044641446
EOLS,"Evolus, Inc.",Drug Manufacturers - Specialty & Generic,433182508
EOSE,"Eos Energy Enterprises, Inc.",Electrical Equipment & Parts,213052050
EP,Empire Petroleum Corporation,Oil & Gas E&P,185198970
EPAC,Enerpac Tool Group Corp.,Specialty Industrial Machinery,1599516487
EPAM,"EPAM Systems, Inc.",Information Technology Services,12318816070
EPC,Edgewell Personal Care Company,Household & Personal Products,1765205406
EPD,Enterprise Products Partners L.P.,Oil & Gas Midstream,57421067039
EPIX,ESSA Pharma Inc.,Biotechnology,212124848
EPM,Evolution Petroleum Corporation,Oil & Gas E&P,212043766
EPOW,"Sunrise New Energy Co., Ltd.",Consulting Services,39817712
EPR,EPR Properties,REIT - Specialty,3120897042
EPRT,"Essential Properties Realty Trust, Inc.",REIT - Diversified,3329552160
EPSN,Epsilon Energy Ltd.,Oil & Gas E&P,123014640
EQ,"Equillium, Inc.",Biotechnology,18297107
EQBK,"Equity Bancshares, Inc.",Banks - Regional,369914400
EQC,Equity Commonwealth,REIT - Office,2049756400
EQH,"Equitable Holdings, Inc.",Insurance - Diversified,9128384490
EQIX,"Equinix, Inc.",REIT - Specialty,66929777056
EQNR,Equinor ASA,Oil & Gas Integrated,100206098598
EQR,Equity Residential,REIT - Residential,20642082720
EQRX,"EQRx, Inc.",Biotechnology,994326616
EQS,"Equus Total Return, Inc.",Asset Management,19601245
EQT,EQT Corporation,Oil & Gas E&P,16935562931
EQX,Equinox Gold Corp.,Gold,1405132066
ERAS,"Erasca, Inc.",Biotechnology,333805048
ERF,Enerplus Corporation,Oil & Gas E&P,3563106100
ERIC,Telefonaktiebolaget LM Ericsson (publ),Communication Equipment,14518799442
ERIE,Erie Indemnity Company,Insurance Brokers,14543389887
ERII,"Energy Recovery, Inc.",Pollution & Treatment Controls,798717456
ERJ,Embraer S.A.,Aerospace & Defense,2615734734
ERNA,Eterna Therapeutics Inc.,Biotechnology,7412152
ERO,Ero Copper Corp.,Copper,1262089180
ES,Eversource Energy,Utilities - Regulated Electric,18637702394
ESAB,ESAB Corporation,Metal Fabrication,3816830396
ESAC,ESGEN Acquisition Corporation,Shell Companies,109917392
ESBA,"Empire State Realty OP, L.P.",REIT - Office,2214958438
ESCA,"Escalade, Incorporated",Leisure,233525600
ESE,ESCO Technologies Inc.,Scientific & Technical Instruments,2492661768
ESEA,Euroseas Ltd.,Marine Shipping,180980053
ESGL,ESGL Holdings Ltd,Waste Management,6721990
ESGR,Enstar Group Limited,Insurance - Diversified,3767058372
ESHA,ESH Acquisition Corp.,Shell Companies,148531120
ESI,Element Solutions Inc,Specialty Chemicals,4397120000
ESLA,Estrella Immunopharma Inc.,Biotechnology,50337716
ESLT,Elbit Systems Ltd.,Aerospace & Defense,8254418788
ESMT,"EngageSmart, Inc.",Software - Infrastructure,3802309081
ESNT,Essent Group Ltd.,Insurance - Specialty,4953544400
ESOA,Energy Services of America Corporation,Engineering & Construction,75049416
ESP,Espey Mfg. & Electronics Corp.,Electrical Equipment & Parts,42809659
ESPR,"Esperion Therapeutics, Inc.",Drug Manufacturers - Specialty & Generic,88409142
ESQ,"Esquire Financial Holdings, Inc.",Banks - Regional,378662482
ESRT,"Empire State Realty Trust, Inc.",REIT - Diversified,2296710661
ESS,"Essex Property Trust, Inc.",REIT - Residential,13956128384
ESSA,"ESSA Bancorp, Inc.",Banks - Regional,170891716
ESTA,Establishment Labs Holdings Inc.,Medical Devices,815800905
ESTC,Elastic N.V.,Software - Application,7334191630
ESTE,"Earthstone Energy, Inc.",Oil & Gas E&P,2962209998
ET,Energy Transfer LP,Oil & Gas Midstream,41357408973
ETAO,"ETAO International Co., Ltd.",Health Information Services,18081719
ETD,Ethan Allen Interiors Inc.,"Furnishings, Fixtures & Appliances",664699681
ETN,Eaton Corporation plc,Specialty Industrial Machinery,78914220000
ETNB,"89bio, Inc.",Biotechnology,530630699
ETON,"Eton Pharmaceuticals, Inc.",Biotechnology,100304794
ETR,Entergy Corporation,Utilities - Regulated Electric,20039685120
ETRN,Equitrans Midstream Corporation,Oil & Gas Midstream,3804031510
ETSY,"Etsy, Inc.",Internet Retail,7541988340
ETWO,"E2open Parent Holdings, Inc.",Software - Application,870479633
EU,enCore Energy Corp.,Uranium,490681774
EUDA,EUDA Health Holdings Limited,Health Information Services,18298233
EURN,Euronav NV,Oil & Gas Midstream,3602127777
EVA,Enviva Inc.,Lumber & Wood Production,259709746
EVAX,Evaxion Biotech A/S,Biotechnology,26057515
EVBG,"Everbridge, Inc.",Software - Application,806246646
EVBN,"Evans Bancorp, Inc.",Banks - Regional,135184700
EVC,Entravision Communications Corporation,Broadcasting,365603945
EVCM,EverCommerce Inc.,Software - Infrastructure,1806251293
EVE,EVe Mobility Acquisition Corp,Shell Companies,167500352
EVER,"EverQuote, Inc.",Internet Content & Information,225889844
EVEX,"Eve Holding, Inc.",Aerospace & Defense,2018730000
EVGN,Evogene Ltd.,Biotechnology,25734900
EVGO,"EVgo, Inc.",Specialty Retail,625300817
EVGR,Evergreen Corporation,Shell Companies,120262296
EVH,"Evolent Health, Inc.",Health Information Services,2731445280
EVI,"EVI Industries, Inc.",Industrial Distribution,325227408
EVLO,"Evelo Biosciences, Inc.",Biotechnology,9509842
EVLV,"Evolv Technologies Holdings, Inc.",Security & Protection Services,622479283
EVO,Evotec SE,Drug Manufacturers - Specialty & Generic,2951910497
EVOK,"Evoke Pharma, Inc.",Drug Manufacturers - Specialty & Generic,3811100
EVR,Evercore Inc.,Capital Markets,4906401998
EVRG,"Evergy, Inc.",Utilities - Regulated Electric,11135952960
EVRI,Everi Holdings Inc.,Gambling,950324400
EVTC,"EVERTEC, Inc.",Software - Infrastructure,2079176053
EVTL,Vertical Aerospace Ltd.,Aerospace & Defense,200107478
EVTV,"Envirotech Vehicles, Inc.",Auto Manufacturers,21630384
EW,Edwards Lifesciences Corporation,Medical Devices,37909643756
EWBC,"East West Bancorp, Inc.",Banks - Diversified,7631754840
EWCZ,"European Wax Center, Inc.",Household & Personal Products,936066180
EWTX,"Edgewise Therapeutics, Inc.",Biotechnology,433427019
EXAI,Exscientia plc,Biotechnology,633654600
EXAS,Exact Sciences Corporation,Diagnostics & Research,10670074428
EXC,Exelon Corporation,Utilities - Regulated Electric,38266170858
EXEL,"Exelixis, Inc.",Biotechnology,6444031278
EXFY,"Expensify, Inc.",Software - Application,216233799
EXK,Endeavour Silver Corp.,Other Precious Metals & Mining,428971182
EXLS,"ExlService Holdings, Inc.",Information Technology Services,4228600000
EXP,Eagle Materials Inc.,Building Materials,5359880700
EXPD,"Expeditors International of Washington, Inc.",Integrated Freight & Logistics,16117814188
EXPE,"Expedia Group, Inc.",Travel Services,13612505706
EXPI,"eXp World Holdings, Inc.",Real Estate Services,2231633640
EXPO,"Exponent, Inc.",Consulting Services,3733326238
EXPR,"Express, Inc.",Apparel Retail,33557261
EXR,Extra Space Storage Inc.,REIT - Industrial,22707771085
EXTO,Almacenes Éxito S.A.,Department Stores,1134008614
EXTR,"Extreme Networks, Inc.",Communication Equipment,2567284600
EYE,"National Vision Holdings, Inc.",Specialty Retail,1217698524
EYEN,"Eyenovia, Inc.",Biotechnology,43943570
EYPT,"EyePoint Pharmaceuticals, Inc.",Biotechnology,201616674
EZFL,EZFill Holdings Inc.,Software - Application,9305087
EZGO,EZGO Technologies Ltd.,Recreational Vehicles,6488984
EZPW,"EZCORP, Inc.",Credit Services,448284485
F,Ford Motor Company,Auto Manufacturers,39900680000
FA,First Advantage Corporation,Specialty Business Services,1890360676
FAF,First American Financial Corporation,Insurance - Specialty,5235737940
FAMI,"Farmmi, Inc.",Packaged Foods,6883243
FANG,"Diamondback Energy, Inc.",Oil & Gas E&P,28330135740
FANH,Fanhua Inc.,Insurance Brokers,412925282
FARM,Farmer Bros. Co.,Packaged Foods,50281296
FARO,"FARO Technologies, Inc.",Scientific & Technical Instruments,243501075
FAST,Fastenal Company,Industrial Distribution,33273378524
FAT,FAT Brands Inc.,Restaurants,97937063
FATBB,FAT Brands Inc.,Restaurants,95256720
FATE,"Fate Therapeutics, Inc.",Biotechnology,170512952
FATH,Fathom Digital Manufacturing Corporation,Computer Hardware,20344950
FATP,Fat Projects Acquisition Corp,Shell Companies,38336094
FAZE,FaZe Holdings Inc.,Internet Content & Information,12510437
FBIN,"Fortune Brands Innovations, Inc.",Building Products & Equipment,7074173250
FBIO,"Fortress Biotech, Inc.",Biotechnology,226247900
FBIZ,"First Business Financial Services, Inc.",Banks - Regional,254536231
FBK,FB Financial Corporation,Banks - Regional,1371451776
FBMS,"The First Bancshares, Inc.",Banks - Regional,757469304
FBNC,First Bancorp,Banks - Regional,1163130505
FBP,First BanCorp.,Banks - Regional,2371363400
FBRT,"Franklin BSP Realty Trust, Inc.",REIT - Mortgage,1015300910
FBRX,"Forte Biosciences, Inc.",Biotechnology,18140900
FBYD,"Falcon's Beyond Global, Inc.",Conglomerates,126897222
FC,Franklin Covey Co.,Consulting Services,501499314
FCAP,"First Capital, Inc.",Banks - Regional,81219998
FCBC,"First Community Bankshares, Inc.",Banks - Regional,610558050
FCCO,First Community Corporation,Banks - Regional,131480346
FCEL,"FuelCell Energy, Inc.",Electrical Equipment & Parts,473157283
FCF,First Commonwealth Financial Corporation,Banks - Regional,1245635150
FCFS,"FirstCash Holdings, Inc",Credit Services,4914956784
FCN,"FTI Consulting, Inc.",Consulting Services,7622157105
FCNCA,"First Citizens BancShares, Inc.",Banks - Regional,20473821327
FCNCO,"First Citizens BancShares, Inc.",Banks - Regional,280957251
FCPT,"Four Corners Property Trust, Inc.",REIT - Retail,1883768640
FCUV,Focus Universal Inc.,Scientific & Technical Instruments,116031022
FCX,Freeport-McMoRan Inc.,Copper,48801103421
FDBC,"Fidelity D & D Bancorp, Inc.",Banks - Regional,256278787
FDMT,"4D Molecular Therapeutics, Inc.",Biotechnology,447023390
FDP,Fresh Del Monte Produce Inc.,Farm Products,1216478656
FDS,FactSet Research Systems Inc.,Financial Data & Stock Exchanges,16297963950
FDUS,Fidus Investment Corporation,Asset Management,453664512
FDX,FedEx Corporation,Integrated Freight & Logistics,59541284400
FE,FirstEnergy Corp.,Utilities - Regulated Electric,20313050150
FEAM,5E Advanced Materials Inc.,Specialty Chemicals,100375768
FEDU,Four Seasons Education (Cayman) Inc.,Education & Training Services,17480925
FEIM,"Frequency Electronics, Inc.",Communication Equipment,70985022
FELE,"Franklin Electric Co., Inc.",Specialty Industrial Machinery,3949747104
FEMY,Femasys Inc.,Medical Instruments & Supplies,22111564
FENC,Fennec Pharmaceuticals Inc.,Biotechnology,182777520
FENG,Phoenix New Media Limited,Internet Content & Information,15170816
FERG,Ferguson plc,Industrial Distribution,31343479760
FET,"Forum Energy Technologies, Inc.",Oil & Gas Equipment & Services,222331725
FEXD,Fintech Ecosystem Development Corp.,Shell Companies,73878150
FF,FutureFuel Corp.,Chemicals,292775808
FFBC,First Financial Bancorp.,Banks - Regional,1754912340
FFIC,Flushing Financial Corporation,Banks - Regional,354228497
FFIE,Faraday Future Intelligent Electric Inc.,Auto Manufacturers,31265935
FFIN,"First Financial Bankshares, Inc.",Banks - Regional,3424247808
FFIV,"F5, Inc.",Software - Infrastructure,8834868540
FFNW,"First Financial Northwest, Inc.",Banks - Regional,103056194
FFWM,First Foundation Inc.,Banks - Regional,258512604
FG,"F&G Annuities & Life, Inc.",Insurance - Life,3859340250
FGBI,"First Guaranty Bancshares, Inc.",Banks - Regional,121741215
FGEN,"FibroGen, Inc.",Biotechnology,49272057
FGF,"FG Financial Group, Inc.",Insurance - Diversified,13497847
FGH,FG Group Holdings Inc.,Leisure,27151362
FGI,FGI Industries Ltd.,"Furnishings, Fixtures & Appliances",13206900
FHB,"First Hawaiian, Inc.",Banks - Regional,2296980000
FHI,"Federated Hermes, Inc.",Asset Management,2767769110
FHLT,Future Health ESG Corp.,Shell Companies,70292183
FHN,First Horizon Corporation,Banks - Regional,5972524551
FHTX,Foghorn Therapeutics Inc.,Biotechnology,146099078
FI,"Fiserv, Inc.",Information Technology Services,67785005033
FIAC,Focus Impact Acquisition Corp.,Shell Companies,126209856
FIBK,"First Interstate BancSystem, Inc.",Banks - Regional,2447969580
FICO,Fair Isaac Corporation,Software - Application,21160685788
FICV,Frontier Investment Corp,Shell Companies,80817165
FIGS,"FIGS, Inc.",Apparel Manufacturing,926562989
FIHL,Fidelis Insurance Holdings Limited,Insurance - Diversified,1640775424
FINV,FinVolution Group,Credit Services,1313758148
FINW,FinWise Bancorp,Banks - Regional,105828736
FIP,FTAI Infrastructure Inc.,Conglomerates,302390624
FIS,"Fidelity National Information Services, Inc.",Information Technology Services,28681231812
FISI,"Financial Institutions, Inc.",Banks - Regional,248585052
FITB,Fifth Third Bancorp,Banks - Regional,15919185381
FIVE,"Five Below, Inc.",Specialty Retail,9600214680
FIVN,"Five9, Inc.",Software - Infrastructure,4122600435
FIX,"Comfort Systems USA, Inc.",Engineering & Construction,6410449452
FIXX,"Homology Medicines, Inc.",Biotechnology,60123544
FIZZ,National Beverage Corp.,Beverages - Non-Alcoholic,4285886547
FKWL,Franklin Wireless Corp.,Communication Equipment,33938784
FL,"Foot Locker, Inc.",Apparel Retail,1935000000
FLEX,Flex Ltd.,Electronic Components,11415786324
FLFV,Feutune Light Acquisition Corporation,Shell Companies,137359200
FLGC,Flora Growth Corp.,Drug Manufacturers - Specialty & Generic,6033082
FLGT,"Fulgent Genetics, Inc.",Diagnostics & Research,707469552
FLIC,The First of Long Island Corporation,Banks - Regional,240851776
FLJ,FLJ Group Limited,Real Estate Services,257148109
FLL,"Full House Resorts, Inc.",Resorts & Casinos,130012152
FLME,Flame Acquisition Corp.,Shell Companies,163699696
FLNC,"Fluence Energy, Inc.",Utilities - Renewable,3060184424
FLNG,FLEX LNG Ltd.,Oil & Gas Midstream,1621736241
FLNT,"Fluent, Inc.",Advertising Agencies,38951040
FLO,"Flowers Foods, Inc.",Packaged Foods,4623681600
FLR,Fluor Corporation,Engineering & Construction,4764118640
FLS,Flowserve Corporation,Specialty Industrial Machinery,4799625220
FLT,"FLEETCOR Technologies, Inc.",Software - Infrastructure,16459958944
FLUX,"Flux Power Holdings, Inc.",Electrical Equipment & Parts,53206460
FLWS,"1-800-FLOWERS.COM, Inc.",Specialty Retail,473698212
FLXS,"Flexsteel Industries, Inc.","Furnishings, Fixtures & Appliances",103140856
FLYW,Flywire Corporation,Information Technology Services,3102899280
FMAO,"Farmers & Merchants Bancorp, Inc.",Banks - Regional,231515508
FMBH,"First Mid Bancshares, Inc.",Banks - Regional,648176000
FMC,FMC Corporation,Agricultural Inputs,7229582640
FMNB,Farmers National Banc Corp.,Banks - Regional,418377240
